method,iter,mean_best,sd_best,n,se,ci_low,ci_high
BASS-BO,0,5.029351124653949,4.500260095536521,25,0.9000520191073041,3.2652491672036326,6.793453082104264
BASS-BO,1,4.550688808149668,4.097182814596674,25,0.8194365629193348,2.9445931448277722,6.156784471471564
BASS-BO,2,4.072351950497,3.3887898461043022,25,0.6777579692208604,2.743946330824113,5.400757570169886
BASS-BO,3,3.7905621342993068,2.8552456051905644,25,0.5710491210381129,2.6713058570646053,4.909818411534008
BASS-BO,4,3.5093091660375473,2.395534136933173,25,0.47910682738663457,2.5702597843597434,4.448358547715351
BASS-BO,5,3.22263923423394,1.8327441472701076,25,0.3665488294540215,2.504203528504058,3.941074939963822
BASS-BO,6,3.144907988293847,1.8370972752049266,25,0.36741945504098533,2.424765856413516,3.8650501201741783
BASS-BO,7,3.0228129114869238,1.7188568410136653,25,0.3437713682027331,2.349021029809567,3.6966047931642807
BASS-BO,8,2.7591315935557454,1.6156347647622071,25,0.3231269529524414,2.1258027657689604,3.3924604213425305
BASS-BO,9,2.6766723470040326,1.6019481571598424,25,0.32038963143196847,2.0487086693973744,3.3046360246106907
BASS-BO,10,2.447031118763923,1.5597575704992117,25,0.31195151409984234,1.835606151128232,3.058456086399614
BASS-BO,11,2.2214663306449856,1.4609821699197085,25,0.2921964339839417,1.64876132003646,2.794171341253511
BASS-BO,12,2.2214663306449856,1.4609821699197085,25,0.2921964339839417,1.64876132003646,2.794171341253511
BASS-BO,13,1.9788505592638892,1.1678173684917543,25,0.23356347369835087,1.5210661508151215,2.436634967712657
BASS-BO,14,1.8908453032475088,1.199757598234042,25,0.23995151964680841,1.4205403247397643,2.361150281755253
BASS-BO,15,1.6391003719165167,0.9448711936002511,25,0.1889742387200502,1.2687108640252183,2.009489879807815
BASS-BO,16,1.6391003719165167,0.9448711936002511,25,0.1889742387200502,1.2687108640252183,2.009489879807815
BASS-BO,17,1.552529053743621,0.8683121662406326,25,0.17366243324812652,1.212150684577293,1.892907422909949
BASS-BO,18,1.5406891668966693,0.8806282504623443,25,0.17612565009246886,1.1954828927154304,1.8858954410779083
BASS-BO,19,1.5205176759812165,0.8792020836616715,25,0.1758404167323343,1.175870459185841,1.8651648927765918
BASS-BO,20,1.5103738616088014,0.8724208851359169,25,0.17448417702718338,1.1683848746355219,1.852362848582081
BASS-BO,21,1.504091099354419,0.8525468858688094,25,0.17050937717376188,1.1698927200938458,1.8382894786149921
BASS-BO,22,1.4063605689267626,0.7349144406539835,25,0.14698288813079669,1.118274108190401,1.6944470296631242
BASS-BO,23,1.4063605689267626,0.7349144406539835,25,0.14698288813079669,1.118274108190401,1.6944470296631242
BASS-BO,24,1.4063605689267626,0.7349144406539835,25,0.14698288813079669,1.118274108190401,1.6944470296631242
BASS-BO,25,1.4032067438599058,0.7328054432912556,25,0.14656108865825113,1.1159470100897337,1.690466477630078
BASS-BO,26,1.30868152660762,0.736704248853922,25,0.1473408497707844,1.0198934610568826,1.5974695921583573
BASS-BO,27,1.2970817117000448,0.7316355918609527,25,0.14632711837219053,1.0102805596905513,1.5838828637095383
BASS-BO,28,1.2280053644148472,0.702027991131758,25,0.1404055982263516,0.9528103918911981,1.5032003369384963
BASS-BO,29,1.1995396371278573,0.6807816843144787,25,0.13615633686289574,0.9326732168765817,1.4664060573791329
BASS-BO,30,1.1933575349252274,0.6864963015101525,25,0.1372992603020305,0.9242509847332476,1.4624640851172073
BASS-BO,31,1.154312374669088,0.6778516632645699,25,0.135570332652914,0.8885945226693766,1.4200302266687994
BASS-BO,32,1.1460069723318291,0.6859213341132018,25,0.13718426682264034,0.8771258093594541,1.4148881353042042
BASS-BO,33,1.139019442932647,0.6782085503800364,25,0.13564171007600728,0.8731616911836728,1.4048771946816212
BASS-BO,34,1.1300291708060632,0.6706181894750591,25,0.13412363789501183,0.8671468405318401,1.3929115010802864
BASS-BO,35,0.9836335625019113,0.6294475097821731,25,0.1258895019564346,0.7368901386672995,1.230376986336523
BASS-BO,36,0.9767451883937978,0.6272954242477703,25,0.12545908484955406,0.7308453820886718,1.2226449946989237
BASS-BO,37,0.91875010878696,0.5988367411781755,25,0.1197673482356351,0.6840061062451152,1.1534941113288046
BASS-BO,38,0.8784946782497439,0.5190243114810278,25,0.10380486229620556,0.675037148149181,1.0819522083503068
BASS-BO,39,0.8504477520013807,0.46097724327389167,25,0.09219544865477833,0.6697446726380152,1.0311508313647462
BASS-BO,40,0.8295414702784885,0.45882652514174477,25,0.09176530502834895,0.6496814724229245,1.0094014681340524
BASS-BO,41,0.7939962113605397,0.4397600614152623,25,0.08795201228305247,0.6216102672857569,0.9663821554353225
BASS-BO,42,0.7791683985145452,0.43344612521988757,25,0.08668922504397751,0.6092575174283493,0.9490792796007411
BASS-BO,43,0.7301855335064705,0.4019706692433907,25,0.08039413384867813,0.5726130311630614,0.8877580358498797
BASS-BO,44,0.7301855335064705,0.4019706692433907,25,0.08039413384867813,0.5726130311630614,0.8877580358498797
BASS-BO,45,0.7125199905291176,0.38933969254913214,25,0.07786793850982643,0.5598988310498578,0.8651411500083774
BASS-BO,46,0.6820825029011893,0.32763675569241035,25,0.06552735113848207,0.5536488946697644,0.8105161111326142
BASS-BO,47,0.6793548626772283,0.3297322752343681,25,0.06594645504687362,0.5500998107853561,0.8086099145691006
BASS-BO,48,0.6737116305082164,0.3264200808051516,25,0.06528401616103033,0.545754958832597,0.8016683021838358
BASS-BO,49,0.6737116305082164,0.3264200808051516,25,0.06528401616103033,0.545754958832597,0.8016683021838358
BASS-BO,50,0.6168274928656984,0.22376116243515495,25,0.04475223248703099,0.5291131171911176,0.7045418685402791
BASS-BO,51,0.6088814984790881,0.21900626363361028,25,0.043801252726722056,0.5230310431347129,0.6947319538234633
BASS-BO,52,0.6088814984790881,0.21900626363361028,25,0.043801252726722056,0.5230310431347129,0.6947319538234633
BASS-BO,53,0.595357655950967,0.21725930903490623,25,0.04345186180698125,0.5101920068092838,0.6805233050926502
BASS-BO,54,0.5828535626102257,0.1977161248477303,25,0.039543224969546056,0.5053488416699154,0.6603582835505359
BASS-BO,55,0.5591347463588775,0.176394889332094,25,0.0352789778664188,0.48998794974069665,0.6282815429770583
BASS-BO,56,0.5566053900132126,0.17716529355785635,25,0.03543305871157127,0.4871565949385329,0.6260541850878923
BASS-BO,57,0.5387657551692164,0.17073942401437317,25,0.03414788480287463,0.47183590095558214,0.6056956093828507
BASS-BO,58,0.5370269059059515,0.170256733090321,25,0.0340513466180642,0.47028626653454564,0.6037675452773573
BASS-BO,59,0.5370269059059515,0.170256733090321,25,0.0340513466180642,0.47028626653454564,0.6037675452773573
BASS-BO,60,0.5370269059059515,0.170256733090321,25,0.0340513466180642,0.47028626653454564,0.6037675452773573
BASS-BO,61,0.5326063592157214,0.16558770917652352,25,0.0331175418353047,0.4676959772185242,0.5975167412129186
BASS-BO,62,0.5270301108238961,0.16577859113172802,25,0.0331557182263456,0.4620449031002587,0.5920153185475334
BASS-BO,63,0.5266884710161317,0.16601810154803656,25,0.033203620309607315,0.46160937520930134,0.591767566822962
BASS-BO,64,0.5266653724694601,0.16603491684840258,25,0.03320698336968052,0.4615796850648863,0.5917510598740339
BASS-BO,65,0.5258310861184717,0.16621836572275195,25,0.03324367314455039,0.46067348675515296,0.5909886854817905
BASS-BO,66,0.5257796266179021,0.16624456170453475,25,0.03324891234090695,0.4606117584297245,0.5909474948060798
BASS-BO,67,0.5257796266179021,0.16624456170453475,25,0.03324891234090695,0.4606117584297245,0.5909474948060798
BASS-BO,68,0.5212394343995765,0.16613489868614045,25,0.03322697973722809,0.4561145541146095,0.5863643146845436
BASS-BO,69,0.5205862977399974,0.16635942929870767,25,0.033271885859741536,0.455373401454904,0.5857991940250908
BASS-BO,70,0.5172554763149738,0.1664828912291469,25,0.03329657824582938,0.45199418295314825,0.5825167696767994
BASS-BO,71,0.5167616413326565,0.16673896591675633,25,0.033347793183351265,0.45139996669328797,0.5821233159720249
BASS-BO,72,0.509109099748896,0.16485662121109387,25,0.032971324242218776,0.44448530423414717,0.5737328952636448
BASS-BO,73,0.4965632433971632,0.14952447026720275,25,0.029904894053440552,0.4379496510524197,0.5551768357419067
BASS-BO,74,0.49630521551736306,0.14962462260820636,25,0.02992492452164127,0.4376523634549462,0.55495806757978
BASS-BO,75,0.4935607056753507,0.15073863289050196,25,0.030147726578100394,0.43447116158227395,0.5526502497684275
BASS-BO,76,0.492817121474234,0.15053706427181862,25,0.030107412854363726,0.4338065922796811,0.5518276506687869
BASS-BO,77,0.492817121474234,0.15053706427181862,25,0.030107412854363726,0.4338065922796811,0.5518276506687869
BASS-BO,78,0.4702066548371802,0.08807496614192853,25,0.017614993228385705,0.4356812681095442,0.5047320415648162
BASS-BO,79,0.4702066548371802,0.08807496614192853,25,0.017614993228385705,0.4356812681095442,0.5047320415648162
BASS-BO,80,0.4702066548371802,0.08807496614192853,25,0.017614993228385705,0.4356812681095442,0.5047320415648162
GP-BO,0,5.029351124653949,4.500260095536521,25,0.9000520191073041,3.2652491672036326,6.793453082104264
GP-BO,1,4.72346130383945,3.931155987086853,25,0.7862311974173706,3.182448156901404,6.264474450777496
GP-BO,2,3.7373074334799865,3.288731512632861,25,0.6577463025265722,2.448124680527905,5.026490186432068
GP-BO,3,3.0737652490953393,2.8749674097623235,25,0.5749934819524647,1.9467780244685085,4.20075247372217
GP-BO,4,2.6894649686147125,2.0083348454846437,25,0.40166696909692873,1.9021977091847322,3.4767322280446926
GP-BO,5,2.2189408552007257,1.3478201516481836,25,0.2695640303296367,1.6905953557546378,2.7472863546468136
GP-BO,6,1.6137921018430306,0.8306510291891428,25,0.16613020583782856,1.2881768984008866,1.9394073052851746
GP-BO,7,1.5555713116174283,0.8587049280246868,25,0.17174098560493736,1.218958979831751,1.8921836434031056
GP-BO,8,1.2576924136307877,0.6753384359350847,25,0.13506768718701695,0.9929597467442344,1.522425080517341
GP-BO,9,0.9625609297836948,0.573420341699095,25,0.11468406833981899,0.7377801558376496,1.18734170372974
GP-BO,10,0.7846083724977286,0.4655085075353021,25,0.09310170150706042,0.6021290375438902,0.967087707451567
GP-BO,11,0.6028705313987854,0.21988564891914064,25,0.04397712978382813,0.5166753570224822,0.6890657057750886
GP-BO,12,0.5023359532061293,0.13167238010140922,25,0.026334476020281845,0.45072038020637695,0.5539515262058817
GP-BO,13,0.46030849236395094,0.07732463606599055,25,0.01546492721319811,0.42999723502608267,0.4906197497018192
GP-BO,14,0.4511742689349743,0.0723757303457665,25,0.014475146069153299,0.42280298263943383,0.4795455552305148
GP-BO,15,0.4375869681654379,0.04073424221918399,25,0.008146848443836797,0.4216191452155178,0.453554791115358
GP-BO,16,0.42943762347835784,0.03544631613165943,25,0.0070892632263318866,0.41554266755474734,0.44333257940196835
GP-BO,17,0.42679053755105983,0.03554392536964763,25,0.007108785073929526,0.41285731880615795,0.4407237562959617
GP-BO,18,0.42510363718230687,0.03474554564980226,25,0.006949109129960452,0.4114833832875844,0.43872389107702936
GP-BO,19,0.42005583083445847,0.021970938701578086,25,0.004394187740315617,0.4114432228634399,0.42866843880547706
GP-BO,20,0.41844758474929483,0.02273781146735252,25,0.004547562293470505,0.40953436265409265,0.427360806844497
GP-BO,21,0.4115560474331898,0.010642296927492847,25,0.0021284593854985693,0.4073842670376126,0.415727827828767
GP-BO,22,0.4113827077915607,0.010700193637134868,25,0.0021400387274269736,0.40718823188580383,0.4155771836973176
GP-BO,23,0.41100919192332236,0.01092068652533909,25,0.0021841373050678183,0.4067282828053894,0.4152901010412553
GP-BO,24,0.4105206841878266,0.010734694288151263,25,0.0021469388576302526,0.4063126840268713,0.4147286843487819
GP-BO,25,0.41031057918714287,0.010915154200107172,25,0.0021830308400214342,0.40603183874070087,0.41458931963358486
GP-BO,26,0.41031057918714287,0.010915154200107172,25,0.0021830308400214342,0.40603183874070087,0.41458931963358486
GP-BO,27,0.41031057918714287,0.010915154200107172,25,0.0021830308400214342,0.40603183874070087,0.41458931963358486
GP-BO,28,0.4072909048955011,0.008281123177781116,25,0.001656224635556223,0.40404470460981096,0.4105371051811913
GP-BO,29,0.4060110134367125,0.007255629122026597,25,0.0014511258244053193,0.4031668068208781,0.4088552200525469
GP-BO,30,0.4059758819956853,0.007278273266008385,25,0.001455654653201677,0.40312279887541,0.40882896511596056
